【太有才了！#雷神山医院里的钟南山漫画#】黄鹤楼、户部巷、热干面、还有钟南山对武汉人民说的话…在雷神山医院的A区走廊墙壁上，画满了关于武汉的记忆。这些涂鸦大多由全国各地援助雷神山医院的医护人员手绘而成。网友：是多才多艺的抗疫战士啊！#雷神山医院的涂鸦#O雷神山的涂鸦 太有才华了,03/01
#雷神山医院里的钟南山漫画#照顾好自己钟爷爷,03/01
【钟南山团队论文：#近五成患者就诊时未发热#】28日，钟南山院士团队论文发布：截至1月29日，团队提取了1099例患者数据。该研究分析了患者各年龄段人群分布特征、感染者症状、接触史、影像学表现等。研究指出，近一半患者入院时可能尚未出现发热，但随着疾病进展，将近90%的患者出现发热。O钟南山团队论文正式发表：就诊时尚未发热新冠肺炎患者近五成,03/01
【#15000个武汉加油中国加油拼成钟南山#】来自武汉的高二学生涂宇恒，写下1.5万个“武汉加油”、“中国加油”，拼出钟南山头像。为完成这幅画，他用4天写废了4支笔。转↓一起为武汉加油，为中国加油！L长江日报的微博视频@长江日报,03/01
【#15000个武汉加油中国加油拼成钟南山#】来自武汉的高二学生涂宇恒，写下1.5万个“武汉加油”、“中国加油”，拼出钟南山头像。为完成这幅画，他用4天写废了4支笔。转↓一起为武汉加油，为中国加油！L长江日报的微博视频@长江日报Lchen凤之痕的微博视频,03/01
#雷神山医院里的钟南山漫画#武汉加油钟爷爷辛苦了！,03/01
#雷神山医院里的钟南山漫画#太有才了！！多才多艺的战士们,03/01
#雷神山医院里的钟南山漫画#感动，感激，事情结束后让他好好休息一下吧,03/01
武汉男孩唱火了你认识钟南山吗L开心快乐11kk的微博视频,03/01
#袁隆平为抗击新冠肺炎疫情捐款10万元##钟南山给广东驰援湖北医务人员打气#这是一个在网络上发表言论要负责的时代O这到底是怎样的一个世道？三观颠覆！,03/01
【太有才了！#雷神山医院里的钟南山漫画#】黄鹤楼、户部巷、热干面、还有钟南山对武汉人民说的话…在雷神山医院的A区走廊墙壁上，画满了关于武汉的记忆。这些涂鸦大多由全国各地援助雷神山医院的医护人员手绘而成。网友：是多才多艺的抗疫战士啊！#雷神山医院的涂鸦#O雷神山的涂鸦 太有才华了（转载自人民日报）@汽车生活官博@段旭的微博@i尚电动,03/01
【太有才了！#雷神山医院里的钟南山漫画#】黄鹤楼、户部巷、热干面、还有钟南山对武汉人民说的话…在雷神山医院的A区走廊墙壁上，画满了关于武汉的记忆。这些涂鸦大多由全国各地援助雷神山医院的医护人员手绘而成。网友：是多才多艺的抗疫战士啊！#雷神山医院的涂鸦#,03/01
自我挑战#云挑战✔复习刑法整理笔记✔复习英语✔单词50+✔资本论——剩余价值✔Jap法一篇✔培根论人生✔生命卫士——钟南山✔古典诗两篇✔刑法案例一篇,03/01
中国有个钟南山，这将是一个时代的记忆！！,03/01
#雷神山医院里的钟南山漫画#加油加油,03/01
肺炎#新冠肺炎##抗疫论坛##新冠疫情讨论#@生命时报【美意日韩多国现本土传播病例！新冠病源究竟从哪里来？向哪里去？】新冠肺炎疫情初起，由于集中出现在武汉，很多人把源头指向中国，有些国家和地区甚至出现抹黑中国、歧视华人等现象。但随着疫情的发展、研究的深入，关于病毒发源地的指向有了新的变化。2月27日，#钟南山#院士表示：“疫情首先出现在中国，但不一定发源在中国。”《生命时报》采访权威专家，结合最新研究对病毒源头进行分析，并呼吁大家理性看待病毒的地理来源。O美意日韩多国现本土传播病例！新冠病源究竟从哪里来？向哪里去？,03/02
#钟南山团队建议严格防控实施至4月底#保证听话👌,03/02
#钟南山团队建议严格防控实施至4月底#评论真的无语，刚开始人家有成果了疯狂跪舔，是英雄辛苦了之类的，现在？又开始各种嫌弃，利用完就抛弃，人性呀人性,03/02
#钟南山团队建议严格防控实施至4月底#如果对国家对社会对人民有利这是应该去做的哈哈哈但是毕业生一开学就只有一两个月的时候不能好好多在学校待会也是很可惜的加油毕业生,03/02
#钟南山团队建议严格防控实施至4月底#好的，钟霸霸，我在社区防疫值班中，还不能返杭工作。请保佑届时我的饭碗还在...,03/02
2020年魔幻的一年，各种新闻各种消息各种心酸泪的故事！#钟南山团队建议严格防控实施至4月底#,03/02
#钟南山团队建议严格防控实施至4月底#钟老,03/02
#钟南山团队建议严格防控实施至4月底#,03/02
我在看：钟南山：新冠病毒不会像流感经常性爆发#跟新浪看热点#(下载客户端:新浪新闻),03/02
#钟南山团队建议严格防控实施至4月底#那不是得五月份开学去了，网课还是要好好上，开学后老师估计得卯起劲上新课了，很难有复习时间了暑假已经提前放了近一个月，不要心存幻想了，上课吧,03/02
#钟南山团队建议严格防控实施至4月底#4月底，开学我都放假了在家上网课，流量撑不住啊,03/02
“方舱”医院欢乐多！#钟南山团队建议严格防控实施至4月底#在医院外面的我们也要积极面对疫情，配合做好疫情防控！L叫我泱小样的微博视频,03/02
#钟南山团队建议严格防控实施至4月底#以后再出现什么吃野味之类的，👴🏻可能真的会杀人,03/02
我在看：【钟南山：新冠病毒不会像流感经常性爆发】#跟新浪看热点#O钟南山：新冠病毒不会像流感经常性爆发,03/02
#钟南山团队建议严格防控实施至4月底#坚持下去，不要放松警惕，继续防范抗疫,03/02
希望大家可以爱护环境，不要再吃野味了，2003年的非典，我们有钟南山老师，2020的新冠肺炎我们有钟南山老师，可有没有想过他是一位已经84岁的老人，在普通的家庭里，84岁本应该在家颐享天年，含饴弄孙的年纪，他却为了某些人的口腹之欲，在本应该阖家团圆的日子里奔赴一线去治病救人，那些为了自己的口腹之欲去吃野味的人，我想问一句，野味真的好吃吗？不用让别人去为你们的行为去买单，因为你的口腹之欲，中国有多少个家庭破碎，又有多少个小孩在等待她（他）的爸爸妈妈回家，又有多少人的老公，老婆在奔赴一线，他们甚至不知道自己能不能够回家，有没有机会还可以见到自己的家人，请大家不要再吃野味了，拒绝野味，从我做起@会发脾气的咩咩,03/03
记住这个人，才是真正的中国脊梁，没他。中国亡国灭种都有可能。广东人才是真正的汉人中的精英。现在的钟南山也是。,03/03
#钟南山团队建议严格防控实施至4月底#已经上班的我们战战兢兢！！！！,03/03
【广东援鄂一线医护火线入党，#55年党龄钟南山院士庄严领誓#】2日下午，广州医科大学附属第一医院党委举行粤鄂远程视频连线，为坚持奋战在抗疫一线的重症医学科副主任医师徐永昊、内分泌科驰援武汉汉口医院护士李颖贤两名同志举行“火线入党”宣誓仪式。当日，钟南山院士庄严领誓。LN视频的微博视频,03/03
#钟南山李兰娟等10个院士团队齐聚湖北#,03/03
市委书记、市长带头上街购物——疫情尚未解除，大张旗鼓鼓励人们走出家门，海南某市政府这种做法妥当吗？近日，钟南山院士团队在《JournalofThoracicDisease》期刊发表研究文章。该研究把1月23日前后的人口迁徙数据及最新的COVID-19流行病学数据，整合到经典传染病学预测模型中，并得出流行曲线。预测显示：1.本次疫情中国在2月下旬达到高峰，4月底趋于平缓；2.公共卫生干预措施有效控制了疫情发展，严格的防控措施如“早期筛查”最好实施至2020年4月底。我们到底应该倾听医学专家深入研究后提出的专业建议，还是倾听某些政府官员拍脑袋后做出的“决定”？俗话说，无知者无畏。如果当初武汉市政府有关部门领导人能够认真倾听专业医生和医学专家的建议，也就不至于出现如今大面积的疫情。众所周知，新冠病毒的源头至今尚未查出，疫苗研制尚未成功，目前还不能完全确定该病毒最长的潜伏期，14天只是一个大致的判断，说明它的风险依然非常严峻。海南是一个旅游大省，境外游客众多。当前国外疫情处于爆发期，而新冠病毒的潜伏期至少14天，仅仅依靠对外来人员测体温就能确保病毒不会在当地扩散吗？发展旅游经济固然重要，但是老百姓的生命安全更加重要！为什么不能再克服一段时间，等疫情解除后再开放旅游市场也不迟。难道短期的经济效益比公众的安全更重要吗？海南某市的做法显然与中央严控疫情的指示精神相违背。希望海南某市不要重蹈武汉市的覆辙！O市委书记、市长带头上街购物,03/03
最近一直在家，看了好多新闻，向白衣天使致敬。向钟南山院士致敬，向李兰娟致敬，向屠呦呦致敬，向伟大的祖国致敬。,03/03
